# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2019-01-31 12:12:32 EST       (sdww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 07232500 Beaver River near Guymon, OK
# -----------------------------------------------------------------------------------
#
# Data provided for site 07232500
#            TS   parameter     statistic     Description
#        111434       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	111434_00060_00003	111434_00060_00003_cd
USGS	07232500	1967-02-18	11.0	A
USGS	07232500	1967-02-19	11.0	A
USGS	07232500	1967-02-20	11.0	A
USGS	07232500	1967-02-21	9.60	A
USGS	07232500	1967-02-22	10.0	A
USGS	07232500	1967-02-23	10.0	A
USGS	07232500	1967-02-24	9.80	A
USGS	07232500	1967-02-25	9.90	A
USGS	07232500	1967-02-26	10.0	A
USGS	07232500	1967-02-27	10.0	A
USGS	07232500	1967-02-28	9.50	A
USGS	07232500	1967-03-01	8.50	A
USGS	07232500	1967-03-02	7.90	A
USGS	07232500	1967-03-03	7.90	A
USGS	07232500	1967-03-04	8.10	A
USGS	07232500	1967-03-05	8.10	A
USGS	07232500	1967-03-06	8.30	A
USGS	07232500	1967-03-07	7.70	A
USGS	07232500	1967-03-08	7.20	A
USGS	07232500	1967-03-09	7.20	A
USGS	07232500	1967-03-10	7.40	A
USGS	07232500	1967-03-11	7.10	A
USGS	07232500	1967-03-12	6.80	A
USGS	07232500	1967-03-13	6.60	A
USGS	07232500	1967-03-14	6.60	A
USGS	07232500	1967-03-15	6.20	A
USGS	07232500	1967-03-16	6.80	A
USGS	07232500	1967-03-17	6.60	A
USGS	07232500	1967-03-18	6.80	A
USGS	07232500	1967-03-19	7.30	A
USGS	07232500	1967-03-20	6.80	A
USGS	07232500	1967-03-21	7.30	A
USGS	07232500	1967-03-22	7.50	A
USGS	07232500	1967-03-23	7.30	A
USGS	07232500	1967-03-24	7.00	A
USGS	07232500	1967-03-25	7.20	A
USGS	07232500	1967-03-26	7.30	A
USGS	07232500	1967-03-27	7.30	A
USGS	07232500	1967-03-28	7.30	A
USGS	07232500	1967-03-29	6.90	A
USGS	07232500	1967-03-30	6.10	A
USGS	07232500	1967-03-31	5.90	A
USGS	07232500	1967-04-01	6.50	A
USGS	07232500	1967-04-02	6.40	A
USGS	07232500	1967-04-03	6.10	A
USGS	07232500	1967-04-04	6.60	A
USGS	07232500	1967-04-05	6.00	A
USGS	07232500	1967-04-06	5.40	A
USGS	07232500	1967-04-07	6.20	A
USGS	07232500	1967-04-08	6.90	A
USGS	07232500	1967-04-09	5.90	A
USGS	07232500	1967-04-10	6.00	A
USGS	07232500	1967-04-11	7.40	A
USGS	07232500	1967-04-12	8.80	A
USGS	07232500	1967-04-13	13.0	A
USGS	07232500	1967-04-14	9.10	A
USGS	07232500	1967-04-15	7.20	A
USGS	07232500	1967-04-16	6.00	A
USGS	07232500	1967-04-17	5.40	A
USGS	07232500	1967-04-18	6.00	A
USGS	07232500	1967-04-19	6.40	A
USGS	07232500	1967-04-20	6.30	A
USGS	07232500	1967-04-21	5.80	A
USGS	07232500	1967-04-22	5.50	A
USGS	07232500	1967-04-23	5.50	A
USGS	07232500	1967-04-24	5.40	A
USGS	07232500	1967-04-25	5.50	A
USGS	07232500	1967-04-26	5.00	A
USGS	07232500	1967-04-27	5.00	A
USGS	07232500	1967-04-28	4.80	A
USGS	07232500	1967-04-29	4.50	A
USGS	07232500	1967-04-30	3.20	A
USGS	07232500	1967-05-01	3.30	A
USGS	07232500	1967-05-02	4.10	A
USGS	07232500	1967-05-03	4.30	A
USGS	07232500	1967-05-04	4.40	A
USGS	07232500	1967-05-05	5.30	A
USGS	07232500	1967-05-06	5.00	A
USGS	07232500	1967-05-07	4.40	A
USGS	07232500	1967-05-08	4.20	A
USGS	07232500	1967-05-09	4.10	A
USGS	07232500	1967-05-10	3.40	A
USGS	07232500	1967-05-11	2.40	A
USGS	07232500	1967-05-12	3.40	A
USGS	07232500	1967-05-13	4.50	A
USGS	07232500	1967-05-14	4.70	A
USGS	07232500	1967-05-15	4.90	A
USGS	07232500	1967-05-16	4.60	A
USGS	07232500	1967-05-17	4.50	A
USGS	07232500	1967-05-18	3.90	A
USGS	07232500	1967-05-19	3.50	A
USGS	07232500	1967-05-20	3.50	A
USGS	07232500	1967-05-21	3.90	A
USGS	07232500	1967-05-22	3.80	A
USGS	07232500	1967-05-23	3.50	A
USGS	07232500	1967-05-24	3.00	A
USGS	07232500	1967-05-25	2.80	A
USGS	07232500	1967-05-26	2.60	A
USGS	07232500	1967-05-27	2.60	A
USGS	07232500	1967-05-28	3.20	A
USGS	07232500	1967-05-29	4.00	A
USGS	07232500	1967-05-30	3.20	A
USGS	07232500	1967-05-31	3.20	A
USGS	07232500	1967-06-01	3.10	A
USGS	07232500	1967-06-02	3.10	A
USGS	07232500	1967-06-03	2.60	A
USGS	07232500	1967-06-04	1.90	A
USGS	07232500	1967-06-05	1.50	A
USGS	07232500	1967-06-06	1.40	A
USGS	07232500	1967-06-07	3.10	A
USGS	07232500	1967-06-08	2.00	A
USGS	07232500	1967-06-09	1.10	A
USGS	07232500	1967-06-10	0.83	A
USGS	07232500	1967-06-11	0.66	A
USGS	07232500	1967-06-12	0.52	A
USGS	07232500	1967-06-13	0.30	A
USGS	07232500	1967-06-14	0.35	A
USGS	07232500	1967-06-15	0.72	A
USGS	07232500	1967-06-16	7.10	A
USGS	07232500	1967-06-17	2.80	A
USGS	07232500	1967-06-18	1.40	A
USGS	07232500	1967-06-19	1.10	A
USGS	07232500	1967-06-20	1.50	A
USGS	07232500	1967-06-21	1.20	A
USGS	07232500	1967-06-22	1.20	A
USGS	07232500	1967-06-23	2.30	A
USGS	07232500	1967-06-24	1.40	A
USGS	07232500	1967-06-25	1.50	A
USGS	07232500	1967-06-26	1.90	A
USGS	07232500	1967-06-27	56.0	A
USGS	07232500	1967-06-28	6.40	A
USGS	07232500	1967-06-29	5.50	A
USGS	07232500	1967-06-30	5.20	A
USGS	07232500	1967-07-01	5.00	A
USGS	07232500	1967-07-02	4.50	A
USGS	07232500	1967-07-03	13.0	A
USGS	07232500	1967-07-04	581	A
USGS	07232500	1967-07-05	32.0	A
USGS	07232500	1967-07-06	6.80	A
USGS	07232500	1967-07-07	6.00	A
USGS	07232500	1967-07-08	5.50	A
USGS	07232500	1967-07-09	5.50	A
USGS	07232500	1967-07-10	5.00	A
USGS	07232500	1967-07-11	5.40	A
USGS	07232500	1967-07-12	643	A
USGS	07232500	1967-07-13	621	A
USGS	07232500	1967-07-14	64.0	A
USGS	07232500	1967-07-15	29.0	A
USGS	07232500	1967-07-16	31.0	A
USGS	07232500	1967-07-17	25.0	A
USGS	07232500	1967-07-18	324	A
USGS	07232500	1967-07-19	94.0	A
USGS	07232500	1967-07-20	24.0	A
USGS	07232500	1967-07-21	21.0	A
USGS	07232500	1967-07-22	17.0	A
USGS	07232500	1967-07-23	14.0	A
USGS	07232500	1967-07-24	14.0	A
USGS	07232500	1967-07-25	18.0	A
USGS	07232500	1967-07-26	150	A
USGS	07232500	1967-07-27	58.0	A
USGS	07232500	1967-07-28	23.0	A
USGS	07232500	1967-07-29	17.0	A
USGS	07232500	1967-07-30	16.0	A
USGS	07232500	1967-07-31	15.0	A
USGS	07232500	1967-08-01	15.0	A
USGS	07232500	1967-08-02	15.0	A
USGS	07232500	1967-08-03	17.0	A
USGS	07232500	1967-08-04	26.0	A
USGS	07232500	1967-08-05	19.0	A
USGS	07232500	1967-08-06	16.0	A
USGS	07232500	1967-08-07	15.0	A
USGS	07232500	1967-08-08	13.0	A
USGS	07232500	1967-08-09	97.0	A
USGS	07232500	1967-08-10	15.0	A
USGS	07232500	1967-08-11	12.0	A
USGS	07232500	1967-08-12	11.0	A
USGS	07232500	1967-08-13	9.40	A
USGS	07232500	1967-08-14	9.80	A
USGS	07232500	1967-08-15	6.20	A
USGS	07232500	1967-08-16	4.70	A
USGS	07232500	1967-08-17	3.60	A
USGS	07232500	1967-08-18	2.60	A
USGS	07232500	1967-08-19	1.80	A
USGS	07232500	1967-08-20	1.40	A
USGS	07232500	1967-08-21	0.87	A
USGS	07232500	1967-08-22	0.59	A
USGS	07232500	1967-08-23	0.39	A
USGS	07232500	1967-08-24	0.27	A
USGS	07232500	1967-08-25	0.24	A
USGS	07232500	1967-08-26	0.23	A
USGS	07232500	1967-08-27	0.20	A
USGS	07232500	1967-08-28	0.17	A
USGS	07232500	1967-08-29	0.17	A
USGS	07232500	1967-08-30	0.19	A
USGS	07232500	1967-08-31	0.28	A
USGS	07232500	1967-09-01	0.37	A
USGS	07232500	1967-09-02	0.12	A
USGS	07232500	1967-09-03	0.07	A
USGS	07232500	1967-09-04	0.08	A
USGS	07232500	1967-09-05	0.11	A
USGS	07232500	1967-09-06	0.19	A
USGS	07232500	1967-09-07	0.25	A
USGS	07232500	1967-09-08	0.19	A
USGS	07232500	1967-09-09	0.11	A
USGS	07232500	1967-09-10	0.06	A
USGS	07232500	1967-09-11	0.04	A
USGS	07232500	1967-09-12	0.02	A
USGS	07232500	1967-09-13	0.01	A
USGS	07232500	1967-09-14	0.10	A
USGS	07232500	1967-09-15	0.13	A
USGS	07232500	1967-09-16	0.20	A
USGS	07232500	1967-09-17	0.31	A
USGS	07232500	1967-09-18	0.37	A
USGS	07232500	1967-09-19	0.91	A
USGS	07232500	1967-09-20	2.30	A
USGS	07232500	1967-09-21	0.83	A
USGS	07232500	1967-09-22	0.53	A
USGS	07232500	1967-09-23	0.41	A
USGS	07232500	1967-09-24	0.36	A
USGS	07232500	1967-09-25	0.35	A
USGS	07232500	1967-09-26	0.35	A
USGS	07232500	1967-09-27	0.35	A
USGS	07232500	1967-09-28	0.40	A
USGS	07232500	1967-09-29	0.44	A
USGS	07232500	1967-09-30	0.38	A
USGS	07232500	1967-10-01	0.30	A
USGS	07232500	1967-10-02	0.31	A
USGS	07232500	1967-10-03	0.31	A
USGS	07232500	1967-10-04	0.33	A
USGS	07232500	1967-10-05	0.40	A
USGS	07232500	1967-10-06	0.59	A
USGS	07232500	1967-10-07	0.49	A
USGS	07232500	1967-10-08	0.50	A
USGS	07232500	1967-10-09	0.59	A
USGS	07232500	1967-10-10	0.69	A
USGS	07232500	1967-10-11	0.75	A
USGS	07232500	1967-10-12	0.73	A
USGS	07232500	1967-10-13	0.77	A
USGS	07232500	1967-10-14	0.81	A
USGS	07232500	1967-10-15	0.85	A
USGS	07232500	1967-10-16	0.89	A
USGS	07232500	1967-10-17	0.97	A
USGS	07232500	1967-10-18	1.10	A
USGS	07232500	1967-10-19	1.20	A
USGS	07232500	1967-10-20	1.30	A
USGS	07232500	1967-10-21	1.30	A
USGS	07232500	1967-10-22	1.30	A
USGS	07232500	1967-10-23	1.40	A
USGS	07232500	1967-10-24	1.40	A
USGS	07232500	1967-10-25	1.60	A
USGS	07232500	1967-10-26	1.80	A
USGS	07232500	1967-10-27	1.90	A
USGS	07232500	1967-10-28	2.20	A
USGS	07232500	1967-10-29	2.50	A
USGS	07232500	1967-10-30	2.80	A
USGS	07232500	1967-10-31	2.90	A
USGS	07232500	1967-11-01	3.40	A
USGS	07232500	1967-11-02	4.00	A
USGS	07232500	1967-11-03	4.50	A
USGS	07232500	1967-11-04	5.30	A
USGS	07232500	1967-11-05	5.30	A
USGS	07232500	1967-11-06	6.10	A
USGS	07232500	1967-11-07	7.10	A
USGS	07232500	1967-11-08	6.90	A
USGS	07232500	1967-11-09	6.80	A
USGS	07232500	1967-11-10	6.60	A
USGS	07232500	1967-11-11	6.40	A
USGS	07232500	1967-11-12	6.30	A
USGS	07232500	1967-11-13	6.20	A
USGS	07232500	1967-11-14	6.30	A
USGS	07232500	1967-11-15	6.40	A
USGS	07232500	1967-11-16	6.20	A
USGS	07232500	1967-11-17	6.00	A
USGS	07232500	1967-11-18	6.60	A
USGS	07232500	1967-11-19	6.60	A
USGS	07232500	1967-11-20	6.20	A
USGS	07232500	1967-11-21	6.60	A
USGS	07232500	1967-11-22	6.80	A
USGS	07232500	1967-11-23	7.10	A
USGS	07232500	1967-11-24	7.70	A
USGS	07232500	1967-11-25	7.50	A
USGS	07232500	1967-11-26	7.30	A
USGS	07232500	1967-11-27	7.80	A
USGS	07232500	1967-11-28	8.70	A
USGS	07232500	1967-11-29	8.80	A
USGS	07232500	1967-11-30	8.70	A
USGS	07232500	1967-12-01	8.60	A
USGS	07232500	1967-12-02	8.00	A
USGS	07232500	1967-12-03	8.60	A
USGS	07232500	1967-12-04	9.80	A
USGS	07232500	1967-12-05	9.30	A
USGS	07232500	1967-12-06	9.80	A
USGS	07232500	1967-12-07	9.50	A
USGS	07232500	1967-12-08	10.0	A
USGS	07232500	1967-12-09	9.60	A
USGS	07232500	1967-12-10	10.0	A
USGS	07232500	1967-12-11	11.0	A
USGS	07232500	1967-12-12	10.0	A
USGS	07232500	1967-12-13	8.70	A
USGS	07232500	1967-12-14	11.0	A
USGS	07232500	1967-12-15	11.0	A
USGS	07232500	1967-12-16	12.0	A
USGS	07232500	1967-12-17	13.0	A
USGS	07232500	1967-12-18	14.0	A
USGS	07232500	1967-12-19	13.0	A
USGS	07232500	1967-12-20	11.0	A
USGS	07232500	1967-12-21	7.90	A
USGS	07232500	1967-12-22	7.00	A
USGS	07232500	1967-12-23	6.50	A
USGS	07232500	1967-12-24	6.20	A
USGS	07232500	1967-12-25	5.90	A
USGS	07232500	1967-12-26	5.80	A
USGS	07232500	1967-12-27	7.30	A
USGS	07232500	1967-12-28	8.20	A
USGS	07232500	1967-12-29	7.60	A
USGS	07232500	1967-12-30	8.50	A
USGS	07232500	1967-12-31	6.00	A
USGS	07232500	1968-01-01	5.40	A
USGS	07232500	1968-01-02	4.90	A
USGS	07232500	1968-01-03	4.50	A
USGS	07232500	1968-01-04	4.20	A
USGS	07232500	1968-01-05	4.10	A
USGS	07232500	1968-01-06	4.00	A
USGS	07232500	1968-01-07	3.80	A
USGS	07232500	1968-01-08	4.40	A
USGS	07232500	1968-01-09	4.60	A
USGS	07232500	1968-01-10	4.40	A
USGS	07232500	1968-01-11	4.20	A
USGS	07232500	1968-01-12	4.40	A
USGS	07232500	1968-01-13	4.60	A
USGS	07232500	1968-01-14	5.00	A
USGS	07232500	1968-01-15	5.30	A
USGS	07232500	1968-01-16	6.00	A
USGS	07232500	1968-01-17	6.80	A
USGS	07232500	1968-01-18	7.50	A
USGS	07232500	1968-01-19	7.50	A
USGS	07232500	1968-01-20	8.50	A
USGS	07232500	1968-01-21	8.40	A
USGS	07232500	1968-01-22	10.0	A
USGS	07232500	1968-01-23	7.90	A
USGS	07232500	1968-01-24	7.80	A
USGS	07232500	1968-01-25	7.40	A
USGS	07232500	1968-01-26	7.40	A
USGS	07232500	1968-01-27	7.50	A
USGS	07232500	1968-01-28	7.50	A
USGS	07232500	1968-01-29	7.60	A
USGS	07232500	1968-01-30	7.90	A
USGS	07232500	1968-01-31	8.60	A
USGS	07232500	1968-02-01	8.10	A
USGS	07232500	1968-02-02	7.60	A
USGS	07232500	1968-02-03	8.90	A
USGS	07232500	1968-02-04	8.60	A
USGS	07232500	1968-02-05	8.40	A
USGS	07232500	1968-02-06	9.40	A
USGS	07232500	1968-02-07	9.30	A
USGS	07232500	1968-02-08	11.0	A
USGS	07232500	1968-02-09	11.0	A
USGS	07232500	1968-02-10	12.0	A
USGS	07232500	1968-02-11	12.0	A
USGS	07232500	1968-02-12	11.0	A
USGS	07232500	1968-02-13	10.0	A
USGS	07232500	1968-02-14	9.00	A
USGS	07232500	1968-02-15	10.0	A
USGS	07232500	1968-02-16	14.0	A
USGS	07232500	1968-02-17	13.0	A
USGS	07232500	1968-02-18	14.0	A
USGS	07232500	1968-02-19	13.0	A
USGS	07232500	1968-02-20	12.0	A
USGS	07232500	1968-02-21	10.0	A
USGS	07232500	1968-02-22	10.0	A
USGS	07232500	1968-02-23	9.80	A
USGS	07232500	1968-02-24	11.0	A
USGS	07232500	1968-02-25	11.0	A
USGS	07232500	1968-02-26	10.0	A
USGS	07232500	1968-02-27	9.70	A
USGS	07232500	1968-02-28	9.80	A
USGS	07232500	1968-02-29	9.00	A
USGS	07232500	1968-03-01	9.90	A
USGS	07232500	1968-03-02	9.80	A
USGS	07232500	1968-03-03	9.70	A
USGS	07232500	1968-03-04	11.0	A
USGS	07232500	1968-03-05	12.0	A
USGS	07232500	1968-03-06	13.0	A
USGS	07232500	1968-03-07	13.0	A
USGS	07232500	1968-03-08	13.0	A
USGS	07232500	1968-03-09	14.0	A
USGS	07232500	1968-03-10	15.0	A
USGS	07232500	1968-03-11	18.0	A
USGS	07232500	1968-03-12	20.0	A
USGS	07232500	1968-03-13	19.0	A
USGS	07232500	1968-03-14	17.0	A
USGS	07232500	1968-03-15	16.0	A
USGS	07232500	1968-03-16	14.0	A
USGS	07232500	1968-03-17	13.0	A
USGS	07232500	1968-03-18	12.0	A
USGS	07232500	1968-03-19	11.0	A
USGS	07232500	1968-03-20	11.0	A
USGS	07232500	1968-03-21	10.0	A
USGS	07232500	1968-03-22	10.0	A
USGS	07232500	1968-03-23	9.50	A
USGS	07232500	1968-03-24	9.20	A
USGS	07232500	1968-03-25	8.00	A
USGS	07232500	1968-03-26	6.90	A
USGS	07232500	1968-03-27	6.60	A
USGS	07232500	1968-03-28	6.90	A
USGS	07232500	1968-03-29	6.90	A
USGS	07232500	1968-03-30	6.60	A
USGS	07232500	1968-03-31	5.90	A
USGS	07232500	1968-04-01	6.20	A
USGS	07232500	1968-04-02	7.60	A
USGS	07232500	1968-04-03	7.70	A
USGS	07232500	1968-04-04	5.20	A
USGS	07232500	1968-04-05	6.40	A
USGS	07232500	1968-04-06	5.60	A
USGS	07232500	1968-04-07	5.00	A
USGS	07232500	1968-04-08	5.40	A
USGS	07232500	1968-04-09	5.60	A
USGS	07232500	1968-04-10	5.70	A
USGS	07232500	1968-04-11	5.20	A
USGS	07232500	1968-04-12	5.00	A
USGS	07232500	1968-04-13	4.80	A
USGS	07232500	1968-04-14	4.40	A
USGS	07232500	1968-04-15	4.50	A
USGS	07232500	1968-04-16	4.30	A
USGS	07232500	1968-04-17	4.10	A
USGS	07232500	1968-04-18	4.30	A
USGS	07232500	1968-04-19	5.10	A
USGS	07232500	1968-04-20	4.20	A
USGS	07232500	1968-04-21	3.90	A
USGS	07232500	1968-04-22	3.70	A
USGS	07232500	1968-04-23	4.00	A
USGS	07232500	1968-04-24	3.90	A
USGS	07232500	1968-04-25	3.60	A
USGS	07232500	1968-04-26	3.90	A
USGS	07232500	1968-04-27	4.90	A
USGS	07232500	1968-04-28	8.10	A
USGS	07232500	1968-04-29	5.70	A
USGS	07232500	1968-04-30	4.80	A
USGS	07232500	1968-05-01	4.60	A
USGS	07232500	1968-05-02	4.50	A
USGS	07232500	1968-05-03	4.10	A
USGS	07232500	1968-05-04	4.00	A
USGS	07232500	1968-05-05	4.00	A
USGS	07232500	1968-05-06	156	A
USGS	07232500	1968-05-07	14.0	A
USGS	07232500	1968-05-08	9.70	A
USGS	07232500	1968-05-09	10.0	A
USGS	07232500	1968-05-10	15.0	A
USGS	07232500	1968-05-11	23.0	A
USGS	07232500	1968-05-12	19.0	A
USGS	07232500	1968-05-13	18.0	A
USGS	07232500	1968-05-14	16.0	A
USGS	07232500	1968-05-15	14.0	A
USGS	07232500	1968-05-16	15.0	A
USGS	07232500	1968-05-17	17.0	A
USGS	07232500	1968-05-18	15.0	A
USGS	07232500	1968-05-19	15.0	A
USGS	07232500	1968-05-20	15.0	A
USGS	07232500	1968-05-21	21.0	A
USGS	07232500	1968-05-22	17.0	A
USGS	07232500	1968-05-23	16.0	A
USGS	07232500	1968-05-24	15.0	A
USGS	07232500	1968-05-25	16.0	A
USGS	07232500	1968-05-26	13.0	A
USGS	07232500	1968-05-27	12.0	A
USGS	07232500	1968-05-28	11.0	A
USGS	07232500	1968-05-29	12.0	A
USGS	07232500	1968-05-30	12.0	A
USGS	07232500	1968-05-31	12.0	A
USGS	07232500	1968-06-01	101	A
USGS	07232500	1968-06-02	21.0	A
USGS	07232500	1968-06-03	11.0	A
USGS	07232500	1968-06-04	9.70	A
USGS	07232500	1968-06-05	8.30	A
USGS	07232500	1968-06-06	6.70	A
USGS	07232500	1968-06-07	5.90	A
USGS	07232500	1968-06-08	9.00	A
USGS	07232500	1968-06-09	5.10	A
USGS	07232500	1968-06-10	6.00	A
USGS	07232500	1968-06-11	4.70	A
USGS	07232500	1968-06-12	2.40	A
USGS	07232500	1968-06-13	1.60	A
USGS	07232500	1968-06-14	1.00	A
USGS	07232500	1968-06-15	2.00	A
USGS	07232500	1968-06-16	2240	A
USGS	07232500	1968-06-17	64.0	A
USGS	07232500	1968-06-18	27.0	A
USGS	07232500	1968-06-19	23.0	A
USGS	07232500	1968-06-20	20.0	A
USGS	07232500	1968-06-21	16.0	A
USGS	07232500	1968-06-22	13.0	A
USGS	07232500	1968-06-23	11.0	A
USGS	07232500	1968-06-24	8.90	A
USGS	07232500	1968-06-25	7.00	A
USGS	07232500	1968-06-26	5.70	A
USGS	07232500	1968-06-27	4.30	A
USGS	07232500	1968-06-28	3.20	A
USGS	07232500	1968-06-29	1.90	A
USGS	07232500	1968-06-30	1.20	A
USGS	07232500	1968-07-01	0.82	A
USGS	07232500	1968-07-02	0.86	A
USGS	07232500	1968-07-03	0.96	A
USGS	07232500	1968-07-04	1.10	A
USGS	07232500	1968-07-05	0.99	A
USGS	07232500	1968-07-06	0.96	A
USGS	07232500	1968-07-07	0.92	A
USGS	07232500	1968-07-08	0.69	A
USGS	07232500	1968-07-09	0.55	A
USGS	07232500	1968-07-10	0.43	A
USGS	07232500	1968-07-11	0.43	A
USGS	07232500	1968-07-12	0.56	A
USGS	07232500	1968-07-13	0.54	A
USGS	07232500	1968-07-14	0.39	A
USGS	07232500	1968-07-15	0.29	A
USGS	07232500	1968-07-16	0.19	A
USGS	07232500	1968-07-17	0.16	A
USGS	07232500	1968-07-18	0.15	A
USGS	07232500	1968-07-19	0.12	A
USGS	07232500	1968-07-20	0.10	A
USGS	07232500	1968-07-21	0.07	A
USGS	07232500	1968-07-22	0.07	A
USGS	07232500	1968-07-23	0.04	A
USGS	07232500	1968-07-24	0.06	A
USGS	07232500	1968-07-25	3.20	A
USGS	07232500	1968-07-26	1.40	A
USGS	07232500	1968-07-27	0.42	A
USGS	07232500	1968-07-28	0.58	A
USGS	07232500	1968-07-29	0.42	A
USGS	07232500	1968-07-30	0.19	A
USGS	07232500	1968-07-31	0.15	A
USGS	07232500	1968-08-01	0.21	A
USGS	07232500	1968-08-02	0.14	A
USGS	07232500	1968-08-03	0.06	A
USGS	07232500	1968-08-04	0.04	A
USGS	07232500	1968-08-05	0.00	A
USGS	07232500	1968-08-06	0.00	A
USGS	07232500	1968-08-07	0.00	A
USGS	07232500	1968-08-08	0.00	A
USGS	07232500	1968-08-09	0.00	A
USGS	07232500	1968-08-10	0.07	A
USGS	07232500	1968-08-11	0.10	A
USGS	07232500	1968-08-12	0.14	A
USGS	07232500	1968-08-13	0.06	A
USGS	07232500	1968-08-14	0.08	A
USGS	07232500	1968-08-15	0.06	A
USGS	07232500	1968-08-16	0.03	A
USGS	07232500	1968-08-17	0.11	A
USGS	07232500	1968-08-18	0.08	A
USGS	07232500	1968-08-19	0.05	A
USGS	07232500	1968-08-20	0.01	A
USGS	07232500	1968-08-21	0.00	A
USGS	07232500	1968-08-22	0.00	A
USGS	07232500	1968-08-23	0.00	A
USGS	07232500	1968-08-24	0.00	A
USGS	07232500	1968-08-25	0.00	A
USGS	07232500	1968-08-26	0.00	A
USGS	07232500	1968-08-27	0.00	A
USGS	07232500	1968-08-28	0.03	A
USGS	07232500	1968-08-29	0.10	A
USGS	07232500	1968-08-30	0.07	A
USGS	07232500	1968-08-31	0.06	A
USGS	07232500	1968-09-01	0.06	A
USGS	07232500	1968-09-02	0.03	A
USGS	07232500	1968-09-03	0.00	A
USGS	07232500	1968-09-04	0.04	A
USGS	07232500	1968-09-05	0.06	A
USGS	07232500	1968-09-06	0.08	A
USGS	07232500	1968-09-07	376	A
USGS	07232500	1968-09-08	1.00	A
USGS	07232500	1968-09-09	0.63	A
USGS	07232500	1968-09-10	0.48	A
USGS	07232500	1968-09-11	0.30	A
USGS	07232500	1968-09-12	0.17	A
USGS	07232500	1968-09-13	0.13	A
USGS	07232500	1968-09-14	0.11	A
USGS	07232500	1968-09-15	0.12	A
USGS	07232500	1968-09-16	0.12	A
USGS	07232500	1968-09-17	0.15	A
USGS	07232500	1968-09-18	0.15	A
USGS	07232500	1968-09-19	0.15	A
USGS	07232500	1968-09-20	0.11	A
USGS	07232500	1968-09-21	0.09	A
USGS	07232500	1968-09-22	0.09	A
USGS	07232500	1968-09-23	0.12	A
USGS	07232500	1968-09-24	0.12	A
USGS	07232500	1968-09-25	0.10	A
USGS	07232500	1968-09-26	0.13	A
USGS	07232500	1968-09-27	0.10	A
USGS	07232500	1968-09-28	0.08	A
USGS	07232500	1968-09-29	0.13	A
USGS	07232500	1968-09-30	0.11	A
USGS	07232500	1968-10-01	0.11	A
USGS	07232500	1968-10-02	0.10	A
USGS	07232500	1968-10-03	0.12	A
USGS	07232500	1968-10-04	0.13	A
USGS	07232500	1968-10-05	0.14	A
USGS	07232500	1968-10-06	0.14	A
USGS	07232500	1968-10-07	0.14	A
USGS	07232500	1968-10-08	0.17	A
USGS	07232500	1968-10-09	0.18	A
USGS	07232500	1968-10-10	0.19	A
USGS	07232500	1968-10-11	0.19	A
USGS	07232500	1968-10-12	0.17	A
USGS	07232500	1968-10-13	0.16	A
USGS	07232500	1968-10-14	0.16	A
USGS	07232500	1968-10-15	0.21	A
USGS	07232500	1968-10-16	351	A
USGS	07232500	1968-10-17	5.00	A
USGS	07232500	1968-10-18	3.70	A
USGS	07232500	1968-10-19	3.00	A
USGS	07232500	1968-10-20	2.70	A
USGS	07232500	1968-10-21	2.60	A
USGS	07232500	1968-10-22	2.40	A
USGS	07232500	1968-10-23	2.30	A
USGS	07232500	1968-10-24	2.40	A
USGS	07232500	1968-10-25	2.60	A
USGS	07232500	1968-10-26	2.60	A
USGS	07232500	1968-10-27	2.30	A
USGS	07232500	1968-10-28	2.50	A
USGS	07232500	1968-10-29	2.60	A
USGS	07232500	1968-10-30	2.30	A
USGS	07232500	1968-10-31	2.30	A
USGS	07232500	1968-11-01	2.60	A
USGS	07232500	1968-11-02	5.00	A
USGS	07232500	1968-11-03	5.40	A
USGS	07232500	1968-11-04	4.90	A
USGS	07232500	1968-11-05	4.80	A
USGS	07232500	1968-11-06	4.60	A
USGS	07232500	1968-11-07	4.80	A
USGS	07232500	1968-11-08	4.90	A
USGS	07232500	1968-11-09	5.20	A
USGS	07232500	1968-11-10	5.00	A
USGS	07232500	1968-11-11	4.60	A
USGS	07232500	1968-11-12	5.30	A
USGS	07232500	1968-11-13	5.30	A
USGS	07232500	1968-11-14	5.90	A
USGS	07232500	1968-11-15	5.90	A
USGS	07232500	1968-11-16	5.90	A
USGS	07232500	1968-11-17	5.50	A
USGS	07232500	1968-11-18	5.00	A
USGS	07232500	1968-11-19	5.40	A
USGS	07232500	1968-11-20	5.60	A
USGS	07232500	1968-11-21	5.60	A
